black,91
live,77
matter,76
georg,60
floyd,60
christian,56
blacklivesmatt,43
protest,40
blm,37
america,32
polic,31
mask,28
republ,28
httpstcoxwlijgyw,28
paint,27
say,27
us,26
street,24
racism,23
support,21
man,20
dont,20
funer,19
fix,18
peopl,18
anoth,16
wear,16
endors,15
jordan,14
amp,14
cop,13
also,13
shot,13
nation,12
foster,12
tell,12
mani,12
antifa,12
racist,11
go,11
death,11
kill,11
call,11
use,11
portland,10
need,10
somebodi,10
jim,10
arent,10
hand,10
sanit,10
realdonaldtrump,10
terrorist,10
movement,10
organ,10
kneel,10
know,9
noth,9
cain,9
day,9
american,9
get,8
make,8
de,8
expos,8
moral,8
never,8
help,8
trump,8
month,8
obama,8
carlson,8
one,8
show,7
everi,7
drive,7
trustfund,7
crazier,7
selfmad,7
bankruptci,7
grace,7
intellig,7
possess,7
bill,7
mural,7
peac,7
hear,7
even,7
take,7
john,7
love,7
presid,7
time,7
joebiden,7
duti,7
armi,7
sergeant,7
tucker,7
polit,7
citi,6
work,6
en,6
hes,6
crime,6
surg,6
blasio,6
queen,6
httpstcoycnsvyna,6
got,6
today,6
herman,6
fuck,6
lewi,6
still,6
hero,6
activ,6
anthem,6
attack,6
world,6
like,6
major,5
includ,5
protestor,5
vote,5
remind,5
brutal,5
instead,5
away,5
cant,5
ago,5
african,5
white,5
garret,5
serv,5
afghanistanaustin,5
pd,5
confirm,5
point,5
rifl,5
defend,5
drove,5
safeti,5
httpstcojbhskjgm,5
nba,5
player,5
season,5
thursday,5
want,5
think,5
murder,5
countri,5
arrest,5
case,4
new,4
seen,4
didnt,4
werent,4
la,4
polici,4
violenc,4
austin,4
back,4
parti,4
justic,4
demonstr,4
right,4
way,4
stop,4
state,4
yall,4
understand,4
good,4
violent,4
hologram,4
woman,4
great,4
platform,4
real,4
former,4
seem,4
restart,4
shirt,4
ta,4
barack,4
sleaziest,4
dishonest,4
figur,4
histori,4
httpstcokcrngucfex,4
attent,4
dead,4
must,4
imagin,4
mort,4
klein,4
zoa_nat,4
equal,4
wrong,4
social,4
loot,4
minneapoli,4
two,4
week,4
evid,3
outbreak,3
direct,3
link,3
protestsif,3
york,3
wouldv,3
enorm,3
resurg,3
wore,3
close,3
spacejim,3
fool,3
activist,3
realiti,3
post,3
biden,3
night,3
sign,3
updat,3
alreadi,3
happen,3
famili,3
im,3
celebr,3
manjust,3
republicansick,3
jim_jordan,3
wallac,3
someon,3
absolut,3
report,3
lot,3
rt,3
deserv,3
televis,3
coverag,3
receiv,3
caus,3
fact,3
virginia,3
statu,3
stood,3
ban,3
charg,3
offic,3
brown,3
head,3
stand,3
blms,3
reveal,3
first,3
pay,3
guard,3
group,3
antiamerican,3
revers,3
lie,3
rioter,3
allow,3
corpor,3
realli,3
port,3
author,3
crisi,3
question,3
thug,3
riot,3
standard,3
word,3
video,3
feel,3
minut,3
httpstcojlwhbckb,2
gym,2
ass,2
inspir,2
let,2
si,2
es,2
usa,2
open,2
push,2
record,2
garrett,2
shoot,2
well,2
done,2
keep,2
vet,2
calm,2
return,2
orethursday,2
stage,2
vigil,2
downtown,2
law,2
enforc,2
officersl,2
httpstcodummoeaxp,2
nhl,2
isnt,2
guess,2
immedi,2
statement,2
els,2
told,2
human,2
trend,2
especi,2
last,2
thoma,2
creat,2
thedemocrat,2
politician,2
period,2
maga,2
order,2
texa,2
notr,2
les,2
dumbass,2
sick,2
past,2
donald,2
symbol,2
hateh,2
sent,2
unidentifi,2
feder,2
agent,2
protestersbut,2
public,2
putin,2
offer,2
bounti,2
troop,2
abroad,2
shape,2
covid,2
pass,2
mad,2
joke,2
thing,2
chang,2
simpl,2
critic,2
attend,2
counterprotestor,2
stay,2
peacefulhttpstcomaymcehoi,2
trigger,2
n,2
wordth,2
alterc,2
went,2
richmond,2
project,2
site,2
robert,2
e,2
lee,2
httpstcoysimnlqgad,2
httpstcoczksysqbp,2
unit,2
final,2
decis,2
break,2
st,2
loui,2
year,2
tri,2
look,2
anyth,2
distract,2
georgefloyd,2
march,2
via,2
slaveri,2
ever,2
leagu,2
httpstcooatbastbq,2
httpstconfzpdomq,2
whole,2
discuss,2
would,2
much,2
convict,2
releas,2
sit,2
board,2
fundrais,2
chariti,2
star,2
premedit,2
yearold,2
acriv,2
forc,2
mob,2
httpstcodufgmitb,2
proud,2
race,2
gandhi,2
remov,2
write,2
graffiti,2
defundthepolic,2
life,2
describ,2
nearcancel,2
confer,2
antisemitismhow,2
racistwarroompandemichttpstcoauokemfkb,2
vicious,2
antisemiticthey,2
israel,2
commit,2
genocid,2
arab,2
genocidewarroompandem,2
httpstcoauokemfkb,2
spread,2
slogan,2
name,2
belief,2
marxist,2
terror,2
laura,2
lmer,2
congresshttpstcondugon,2
overlook,2
phrase,2
hate,2
mean,2
posit,2
podcast,2
anyon,2
plan,2
refus,2
employe,2
face,2
million,2
fund,2
budget,2
remark,2
career,2
amass,2
fortun,2
lavish,2
employ,2
thousand,2
ex,2
con,2
arm,2
home,2
invad,2
mr,2
sold,2
antifaterrorist,2
rape,2
robberi,2
arson,2
sport,2
sorri,2
proceed,2
here,2
respond,2
citizen,2
fire,2
swept,2
across,2
insult,2
everyon,2
product,2
folk,2
member,2
yet,2
strong,2
agre,2
long,2
zimbabwean,2
ual,2
said,2
potenti,2
solidar,2
clipper,2
coach,2
doc,2
river,2
could,2
neck,2
httpstcoafvffjsoza,2
relev,2
share,2
bullshit,2
nbas,2
talk,2
defund,2
juli,2
knelt,2
marley,2
massiv,1
nonviol,1
led,1
vision,1
vctima,1
violencia,1
espaa,1
se,1
le,1
llama,1
taraj,1
letter,1
father,1
livesmatt,1
httpstcopksbbnlo,1
build,1
playback,1
sound,1
bone,1
crackinggtgt,1
wit,1
aggress,1
driver,1
incit,1
httpstcoiblfgrr,1
outstand,1
cavalri,1
kurtschlicht,1
friyay,1
partyfollow,1
resist,1
knowfollow,1
wholik,1
retweet,1
comment,1
drop,1
favorit,1
meme,1
gif,1
funresist,1
fbrparti,1
daystogo,1
httpstcotwbagzh,1
portlandprotest,1
cett,1
banderol,1
cr,1
par,1
des,1
manifest,1
pour,1
rendr,1
hommag,1
au,1
victim,1
violencespolicier,1
policebrut,1
oregon,1
pdxprotest,1
portlandmom,1
httpstcogkvonlywd,1
ikneelfornazem,1
pocmatt,1
_kadri,1
httpstcoutnytbsfn,1
iammix,1
sad,1
lost,1
icecub,1
plz,1
amplifi,1
andresguardado,1
friend,1
cousin,1
lt,1
volunt,1
devast,1
lose,1
mind,1
w,1
senseless,1
httpstcoapwwuu,1
yesterday,1
theyr,1
danc,1
gravetheyr,1
hypocritesdemocrat,1
despic,1
be,1
next,1
alway,1
conserv,1
meanal,1
jefferson,1
meantal,1
men,1
equalblacklivesmatt,1
excus,1
whiteon,1
panel,1
pledg,1
nomoremanel,1
nomorewanel,1
httpstcoautdjhiw,1
gregoryedward,1
seanhann,1
inner,1
care,1
elect,1
ignor,1
problem,1
httpstcololpltmrw,1
bro,1
gymjordan,1
lockdown,1
maskless,1
prior,1
huge,1
spike,1
antivaxx,1
scienc,1
denier,1
trumpvirus,1
httpstcoxkibkekobg,1
ce,1
nest,1
pas,1
termin,1
continuon,1
dapport,1
soutient,1
ces,1
communaut,1
perscut,1
contribuon,1
chell,1
utilis,1
et,1
diffus,1
ptition,1
repli,1
uygurlivesmatt,1
fight,1
blacklivesmattershar,1
moveon,1
httpstcoplhlfgtmo,1
bunch,1
fell,1
hurrican,1
address,1
form,1
decid,1
golf,1
nice,1
dignitari,1
stuff,1
isgolf,1
cours,1
taylorrook,1
sooo,1
true,1
patriot,1
place,1
dailycal,1
free,1
water,1
ralli,1
whose,1
rate,1
higher,1
johnlewisfuner,1
congressmanjohnlewi,1
presidentbarrackobamamarchingordersvoteblacklivesmatt,1
muslim,1
ok,1
disingenu,1
tweet,1
uniti,1
diaspora,1
general,1
impress,1
david,1
duke,1
twitter,1
oper,1
medium,1
filth,1
talkblackandwhit,1
httpstcogdpunxehfv,1
greater,1
httpstcodthlmona,1
ap,1
_,1
prosecutor,1
file,1
michael,1
ferguson,1
missouri,1
reinvestig,1
near,1
later,1
httpstcoavhycnbpo,1
mikebrown,1
httpstcoitdofqghjg,1
scattershot,1
prioriti,1
covidvot,1
votebymail,1
russianbounti,1
trumpfailedamerica,1
nyc,1
takeyourkneeoffournecksnyc,1
owsspawg,1
httpstcoalzwzpulrc,1
supremacist,1
writer,1
result,1
wall,1
bank,1
insur,1
trade,1
agricultur,1
manufactur,1
retail,1
colleg,1
garment,1
film,1
industri,1
etc,1
coloni,1
neocoloni,1
enrich,1
european,1
expens,1
africa,1
wealthgap,1
blacktwitt,1
blackmen,1
left,1
reaction,1
youll,1
sincer,1
wallofvet,1
wallw,1
messag,1
spreadw,1
learn,1
tooblacklivesmatt,1
httpstcoxszeeiegi,1
navi,1
viral,1
vid,1
clash,1
wfeder,1
abc,1
refocus,1
veterando,1
gotten,1
httpstcoozhsfcqk,1
httpstcoeursfovvu,1
clinton,1
handl,1
michigan,1
httpstcotbormqc,1
utah,1
democratsdestroyeveryth,1
mitt,1
romney,1
becom,1
gop,1
senat,1
join,1
httpstcoldievlgi,1
cbspolit,1
usc,1
georgefloydprotest,1
blacklivesmattt,1
lotta,1
rp,1
aka,1
mj,1
httpstcognxjzjxnn,1
cast,1
dalit,1
univers,1
ghana,1
full,1
antiblack,1
realis,1
spark,1
reassess,1
legacybi,1
surajyengd,1
httpstcoubvtfwynn,1
staynoisi,1
wendi,1
vandal,1
fourth,1
overtim,1
protect,1
httpstcovktxfk,1
brinkofil,1
aunt,1
cathol,1
nun,1
short,1
incidentw,1
permit,1
wake,1
crimin,1
scum,1
fourbecaus,1
theater,1
asid,1
minor,1
unprofound,1
fearhow,1
thingastormiscom,1
theresasystemtothismad,1
truth,1
httpstcowcjyjiilh,1
civil,1
rightsthi,1
power,1
grab,1
httpstcoticqhuhbx,1
disrespect,1
breonnataylor,1
jwluca,1
drip,1
mayonnais,1
tamikamallorytamika,1
leader,1
capabl,1
youyou,1
gi,1
httpstcomyaxsynkio,1
httpstcodlhrlsww,1
glfop,1
dbongino,1
demagogu,1
demon,1
sowel,1
rjb,1
william,1
facial,1
recognitionhttpstcoismdiuz,1
jonporti,1
vergeaieth,1
ai,1
machinelearn,1
blacklivesmattercc,1
akwyz,1
topcybernew,1
digitalcloudg,1
jblefevr,1
jbarbosapr,1
roxanasoi,1
miad,1
jolaburnett,1
stealthswrld,1
_realkc,1
liberalsil,1
rekxzfn,1
lildiesel,1
pokimanelol,1
believ,1
tire,1
found,1
separ,1
apart,1
havent,1
voic,1
behind,1
put,1
condemn,1
miss,1
pleas,1
inform,1
alltulsa,1
councilor,1
httpstcojeckvfollow,1
rparkersci,1
rudi,1
giuliani,1
rid,1
groupvotetrumpvot,1
httpstcoyctjmxso,1
sure,1
understood,1
there,1
necessari,1
shed,1
light,1
issu,1
flag,1
fcc,1
reinstat,1
longstand,1
license,1
provid,1
content,1
namelogo,1
paypig,1
friday,1
payday,1
repar,1
findom,1
cashapp,1
kashluvsm,1
bnwo,1
afrodommemag,1
blackfinqueen,1
ebonydompromo,1
promoebonydomm,1
httpstcokwfuvmw,1
thought,1
provok,1
worth,1
listenblacklivesmatt,1
young,1
british,1
generat,1
rise,1
httpstcodzzpiou,1
wonder,1
httpstcoaduemcyeng,1
wweek,1
sinc,1
onewa,1
probabl,1
fakenew,1
accur,1
oregonian,1
hijack,1
poc,1
compani,1
dress,1
code,1
cloth,1
natur,1
weekhttpstcotmsbjspig,1
infuri,1
surpris,1
allegheni,1
counti,1
depart,1
seek,1
prevent,1
worker,1
angri,1
coronavirus,1
destroy,1
rude,1
selfish,1
blmdomesticterrorist,1
larg,1
pardon,1
idiot,1
profit,1
jul,1
das,1
protesta,1
eeuu,1
cantando,1
breaonna,1
taylor,1
sus,1
exigiendo,1
ddhh,1
el,1
dictador,1
impon,1
su,1
guardia,1
nacion,1
mientra,1
gobernadora,1
kate,1
denuncia,1
intervencin,1
blackiskinghttpstcokvljihqmwk,1
httpstcoivbedhmh,1
wait,1
mayor,1
blame,1
riotshttpstcowkwxrjdymudemocrat,1
brainwash,1
explain,1
nightshttpstcotjzdrqfydemocrat,1
kneelhockey,1
togeth,1
better,1
httpstcolljygksar,1
aesthet,1
toozimbabwean,1
zimbabweanlivesmatterzimbabweanlivesmatterzimbabweanlivesmatterzimbabweanlivesmatterzimbabweanlivesmatterzimbabweanlivesmatterzimbabweanlivesmatt,1
find,1
offput,1
presumpt,1
assumpt,1
didntlik,1
virtuesign,1
liber,1
aishatyl,1
babbl,1
oldirtybong,1
ilhan,1
worship,1
pick,1
isni,1
loser,1
ny,1
old,1
ladi,1
[,1
sic,1
],1
cpevor,1
bradleywhitford,1
tuckercarlson,1
type,1
dick,1
vilifi,1
disparag,1
vile,1
worst,1
movi,1
check,1
thelifeanddeathof,1
tonight,1
onlin,1
play,1
tran,1
emerg,1
httpstcofclgsn,1
httpstcofdjwsdv,1
morn,1
hillari,1
futur,1
kamala,1
folkstoday,1
unilev,1
alanjop,1
unileverusa,1
hul_new,1
song,1
dedic,1
fair,1
india,1
thread,1
queri,1
earlier,1
soldbybeyonc,1
thank,1
blackisk,1
color,1
come,1
famous,1
congressman,1
saint,1
violat,1
distanc,1
regular,1
mention,1
busi,1
httpstcooiwrhcrezi,1
die,1
pro,1
soccer,1
olymp,1
hope,1
kingjebo,1
ask,1
beyond,1
media,1
httpstcospwvyj,1
ident,1
claim,1
self,1
defens,1
attorney,1
httpstcoywjmfphz,1
what,1
nctm,1
mtbos,1
iteachmath,1
bernardkerik,1
mrandyngo,1
may,1
bodi,1
cam,1
charlieliekirk,1
give,1
watch,1
anymor,1
sheet,1
clean,1
exact,1
sentiment,1
bahama,1
baham,1
island,1
lil,1
improv,1
union,1
overt,1
candid,1
floriduh,1
racistinchief,1
tl,1
scream,1
lung,1
where,1
quiet,1
staff,1
person,1
colour,1
second,1
deepli,1
disappointedu,1
consid,1
widespread,1
outrag,1
brought,1
urg,1
httpstcoavmiwtbi,1
largley,1
charitiy,1
v,1
seattl,1
regard,1
contempt,1
motion,1
logist,1
best,1
evidentiari,1
judg,1
jone,1
httpstcoyeiqopmork,1
matterimadr,1
httpstcovbcgwn,1
omaha,1
munit,1
basi,1
precrim,1
less,1
lean,1
toward,1
httpstcoiznhjqohm,1
gon,1
na,1
heterophob,1
block,1
yes,1
sleaz,1
ball,1
resisterforev,1
akellyladi,1
lisabuffalo,1
onlyripley,1
momhuski,1
mc_bosh,1
realmrs_,1
peggy_catron,1
mahoganyrow,1
krspage,1
uscgwifey,1
danarbrown,1
unclekoooolaid,1
mbusbymark,1
ninaguid,1
one_love__all_,1
mollykelli,1
mojo_m,1
mzentropi,1
heatherpaterson,1
httpstconcftiaun,1
httpstcokzhipfgl,1
actual,1
stickerdec,1
wishi,1
washi,1
pretti,1
mg,1
jay_kilmong,1
katelovesclexa,1
yep,1
acab,1
httpstcolhufyfci,1
httpstcocuaedqmf,1
fing,1
kid,1
mehi,1
namewa,1
stupid,1
fuckerright,1
hors,1
mouth,1
democrat,1
formul,1
rememb,1
nov,1
umbrella,1
academi,1
episod,1
ope,1
set,1
run,1
livid,1
lewiss,1
jt,1
jtbrown,1
moment,1
took,1
racial,1
blacklivesmatterread,1
nhldotcom,1
httpstcotqufvfi,1
httpstcooylqucqss,1
httpstcoibmadokss,1
httpstconpuognbm,1
tm_,1
jasonrantz,1
benshapiro,1
medvedshow,1
nake,1
imag,1
pacif,1
httpstcoqwsyel,1
pst,1
maskup,1
market,1
bs,1
maskupwa,1
number,1
trust,1
doublestandardsamerican,1
bar,1
church,1
schoolbut,1
fraud,1
fauci,1
opin,1
risk,1
blmantifa,1
whether,1
limit,1
safetyhttpstcogvduaqdfm,1
pressur,1
upris,1
councilmemb,1
promis,1
welcom,1
step,1
concret,1
proposalyesterday,1
unveil,1
propos,1
spd,1
least,1
ill,1
introduc,1
committe,1
httpstcoshkzxqt,1
horrif,1
stori,1
migrant,1
detain,1
ice,1
danger,1
detaine,1
upper,1
punch,1
bleed,1
third,1
httpstcoaunlvzqlz,1
reli,1
u,1
aww,1
kaepernick,1
continu,1
laker,1
knee,1
anthemnba,1
promot,1
switch,1
golfonevovhumanrightsblacklivesmatt,1
httpstcoboqlg,1
journalist,1
abduct,1
job,1
along,1
rest,1
zanupfmustgo,1
recent,1
jamaican,1
root,1
bob,1
cultur,1
afrosolidar,1
convers,1
zuri,1
levelmag,1
httpstcojgdyntj,1
often,1
prison,1
pregnant,1
feloni,1
joe,1
declar,1
noteworthi,1
compar,1
late,1
mlk,1
impact,1
societi,1
unjust,1
parenthood,1
window,1
addit,1
enter,1
childvotetrumpvot,1
httpstcocdssdo,1
